Id,Pares,Fecha,Ultimo,Apertura,Maximo,Minimo,Volumen,Porcentaje_variacion
739btc/usd,btc/usd,2021-12-22,48599.7,48898.7,49540.3,48449.7,"40,890",-62.0
740btc/usd,btc/usd,2021-12-21,48902.0,46900.1,49306.1,46654.0,"57,880",428.0
741btc/usd,btc/usd,2021-12-20,46895.2,46703.4,47488.9,45577.3,"57,530",41.0
742btc/usd,btc/usd,2021-12-19,46704.5,46855.7,48270.2,46438.4,"44,050",-32.0
743btc/usd,btc/usd,2021-12-18,46856.2,46171.8,47330.2,45513.4,"36,930",148.0
744btc/usd,btc/usd,2021-12-17,46172.2,47630.4,47997.2,45523.8,"67,500",-306.0
745btc/usd,btc/usd,2021-12-16,47628.2,48876.6,49387.8,47543.9,"48,200",-254.0
746btc/usd,btc/usd,2021-12-15,48871.5,48366.2,49477.9,46572.6,"80,280",104.0
747btc/usd,btc/usd,2021-12-14,48366.5,46709.8,48635.0,46338.3,"62,540",356.0
748btc/usd,btc/usd,2021-12-13,46703.6,50075.9,50196.1,45848.2,"80,370",-674.0
749btc/usd,btc/usd,2021-12-12,50081.0,49332.5,50779.2,48670.5,"40,300",155.0
750btc/usd,btc/usd,2021-11-12,49314.5,47138.4,49487.0,46834.0,"45,230",462.0
751btc/usd,btc/usd,2021-10-12,47137.2,47591.7,49974.8,47007.1,"68,060",-97.0
752btc/usd,btc/usd,2021-09-12,47596.6,50477.6,50790.2,47341.9,"58,690",-570.0
753btc/usd,btc/usd,2021-08-12,50473.9,50596.6,51204.7,48700.7,"55,590",-24.0
754btc/usd,btc/usd,2021-07-12,50595.2,50547.4,51918.6,50070.9,"56,290",7.000000000000001
755btc/usd,btc/usd,2021-06-12,50562.1,49412.1,50913.3,47237.9,"89,680",234.0
756btc/usd,btc/usd,2021-05-12,49405.5,49196.4,49689.3,47797.8,"72,030",43.0
757btc/usd,btc/usd,2021-04-12,49195.2,53620.7,53847.2,42587.8,"168,000",-827.0
758btc/usd,btc/usd,2021-03-12,53631.5,56495.2,57543.6,52008.9,"89,200",-507.0
759btc/usd,btc/usd,2021-02-12,56496.0,57207.8,57377.5,55807.9,"54,940",-125.0
760btc/usd,btc/usd,2021-01-12,57210.3,56891.7,59064.3,56496.5,"66,750",57.99999999999999
761btc/usd,btc/usd,2021-11-30,56882.9,57795.2,59174.4,55936.9,"73,660",-158.0
762btc/usd,btc/usd,2021-11-29,57794.8,57288.1,58855.2,56726.7,"58,650",88.0
763btc/usd,btc/usd,2021-11-28,57291.5,54758.0,57392.3,53448.3,"49,280",461.00000000000006
764btc/usd,btc/usd,2021-11-27,54765.9,53747.2,55280.3,53654.3,"40,710",193.0
765btc/usd,btc/usd,2021-11-26,53730.9,58937.3,59151.1,53533.5,"104,030",-883.0
766btc/usd,btc/usd,2021-11-25,58935.1,57167.1,59387.3,57029.8,"56,790",308.0
767btc/usd,btc/usd,2021-11-24,57171.7,57559.4,57697.4,55910.6,"56,680",-70.0
768btc/usd,btc/usd,2021-11-23,57573.2,56304.8,57855.1,55542.5,"72,480",225.0
769btc/usd,btc/usd,2021-11-22,56308.8,58719.7,59288.3,55656.8,"76,450",-409.99999999999994
770btc/usd,btc/usd,2021-11-21,58714.3,59724.0,60002.6,58528.3,"40,980",-168.0
771btc/usd,btc/usd,2021-11-20,59717.6,58080.8,59854.6,57435.3,"44,530",281.0
772btc/usd,btc/usd,2021-11-19,58083.4,56908.3,58335.9,55626.3,"74,440",198.0
773btc/usd,btc/usd,2021-11-18,56955.3,60368.2,60936.9,56524.4,"100,370",-565.0
774btc/usd,btc/usd,2021-11-17,60367.8,60074.2,60814.5,58531.9,"73,930",46.0
775btc/usd,btc/usd,2021-11-16,60089.1,63605.1,63605.6,58655.9,"115,360",-552.0
776btc/usd,btc/usd,2021-11-15,63597.9,65514.9,66311.2,63439.5,"53,530",-292.0
777btc/usd,btc/usd,2021-11-14,65508.2,64397.2,65508.2,63608.3,"33,980",172.0
778btc/usd,btc/usd,2021-11-13,64398.6,64133.3,64906.0,63381.4,"30,340",41.0
779btc/usd,btc/usd,2021-12-11,64134.5,64782.6,65449.7,62309.7,"63,270",-104.0
780btc/usd,btc/usd,2021-11-11,64806.7,64922.8,65583.3,64121.9,"50,370",-19.0
781btc/usd,btc/usd,2021-10-11,64932.6,66942.6,68990.6,62951.3,"96,210",-295.0
782btc/usd,btc/usd,2021-09-11,66904.4,67528.7,68493.3,66334.9,"66,130",-92.0
783btc/usd,btc/usd,2021-08-11,67527.9,63276.4,67763.3,63276.4,"81,080",672.0
784btc/usd,btc/usd,2021-07-11,63273.2,61483.8,63273.2,61347.2,"34,340",291.0
785btc/usd,btc/usd,2021-06-11,61483.9,60973.2,61543.2,60093.6,"34,890",84.0
786btc/usd,btc/usd,2021-05-11,60974.3,61411.5,62560.3,60742.4,"44,460",-71.0
787btc/usd,btc/usd,2021-04-11,61412.6,62915.4,63077.6,60742.9,"49,910",-239.0
788btc/usd,btc/usd,2021-03-11,62918.5,63223.5,63508.6,60883.0,"61,050",-48.0
789btc/usd,btc/usd,2021-02-11,63221.7,60912.2,64256.4,60651.5,"65,260",379.0
790btc/usd,btc/usd,2021-01-11,60915.3,61310.1,62430.1,59612.7,"61,210",-64.0
791btc/usd,btc/usd,2021-10-31,61309.6,61842.2,62393.7,60005.7,"50,060",-86.0
792btc/usd,btc/usd,2021-10-30,61840.1,62245.0,62338.5,60786.0,"40,510",-65.0
793btc/usd,btc/usd,2021-10-29,62242.8,60579.9,62952.2,60322.2,"63,390",274.0
794btc/usd,btc/usd,2021-10-28,60582.5,58437.2,62251.3,58128.1,"88,470",367.0
795btc/usd,btc/usd,2021-10-27,58438.1,60312.5,61452.9,58112.6,"88,110",-311.0
796btc/usd,btc/usd,2021-10-26,60310.8,63067.5,63275.1,59907.3,"57,130",-437.0
797btc/usd,btc/usd,2021-10-25,63067.0,60864.3,63694.8,60655.8,"51,060",362.0
798btc/usd,btc/usd,2021-10-24,60866.5,61308.2,61469.9,59523.7,"42,670",-73.0
799btc/usd,btc/usd,2021-10-23,61312.5,60693.2,61728.7,59738.3,"37,050",103.0
800btc/usd,btc/usd,2021-10-22,60690.3,62200.8,63699.7,60055.7,"75,690",-244.0
801btc/usd,btc/usd,2021-10-21,62210.2,66004.6,66616.9,62092.1,"105,380",-571.0
802btc/usd,btc/usd,2021-10-20,65979.1,64276.9,66967.1,63543.7,"79,870",265.0
803btc/usd,btc/usd,2021-10-19,64278.5,62030.2,64454.0,61451.0,"80,160",358.0
804btc/usd,btc/usd,2021-10-18,62056.3,61525.8,62623.6,60026.9,"80,150",86.0
805btc/usd,btc/usd,2021-10-17,61527.5,60865.5,61651.4,59143.4,"53,390",109.00000000000001
806btc/usd,btc/usd,2021-10-16,60861.1,61669.2,62329.2,60161.9,"49,930",-132.0
807btc/usd,btc/usd,2021-10-15,61672.5,57348.2,62892.8,56874.8,"121,480",754.0
808btc/usd,btc/usd,2021-10-14,57345.8,57370.4,58506.5,56866.8,"59,840",-6.0
809btc/usd,btc/usd,2021-10-13,57380.1,56014.5,57697.4,54314.4,"73,620",244.0
810btc/usd,btc/usd,2021-12-10,56015.9,57480.6,57635.7,54155.4,"74,850",-254.0
811btc/usd,btc/usd,2021-11-10,57477.3,54686.9,57814.1,54457.8,"73,840",509.99999999999994
812btc/usd,btc/usd,2021-10-10,54687.7,54942.5,56432.2,54100.8,"104,430",-46.0
813btc/usd,btc/usd,2021-09-10,54942.5,53924.1,55430.8,53711.7,"64,650",191.0
814btc/usd,btc/usd,2021-08-10,53914.7,53785.5,55977.9,53659.3,"64,050",24.0
815btc/usd,btc/usd,2021-07-10,53783.9,55325.2,55325.6,53476.4,"75,680",-278.0
816btc/usd,btc/usd,2021-06-10,55323.2,51470.0,55676.1,50439.5,"116,260",749.0
817btc/usd,btc/usd,2021-05-10,51469.3,49229.5,51872.4,49060.1,"76,630",455.0
818btc/usd,btc/usd,2021-04-10,49227.3,48200.4,49481.7,46958.6,"66,920",213.0
819btc/usd,btc/usd,2021-03-10,48200.1,47665.4,49165.2,47123.0,"42,410",112.00000000000001
820btc/usd,btc/usd,2021-02-10,47666.9,48147.2,48306.9,47451.7,"39,820",-100.0
821btc/usd,btc/usd,2021-01-10,48146.0,43824.4,48435.2,43292.9,"94,660",986.0
822btc/usd,btc/usd,2021-09-30,43823.3,41534.5,44101.2,41416.7,"64,320",550.0
823btc/usd,btc/usd,2021-09-29,41536.8,41023.1,42571.2,40815.0,"48,210",125.0
824btc/usd,btc/usd,2021-09-28,41022.3,42169.9,42758.8,40906.4,"60,010",-273.0
825btc/usd,btc/usd,2021-09-27,42172.6,43200.9,44293.2,42143.9,"54,120",-239.0
826btc/usd,btc/usd,2021-09-26,43203.4,42685.8,43907.3,40786.6,"69,910",121.0
827btc/usd,btc/usd,2021-09-25,42686.8,42818.7,42959.3,41714.5,"46,350",-31.0
828btc/usd,btc/usd,2021-09-24,42819.9,44867.4,45112.0,40908.5,"128,880",-457.0
829btc/usd,btc/usd,2021-09-23,44869.2,43550.7,44949.8,43090.1,"74,540",303.0
830btc/usd,btc/usd,2021-09-22,43551.6,40660.8,43976.7,40585.7,"93,980",713.0
831btc/usd,btc/usd,2021-09-21,40651.3,43012.3,43619.3,39646.8,"142,550",-518.0
832btc/usd,btc/usd,2021-09-20,42870.6,47240.8,47323.9,42547.1,"77,960",-925.0
833btc/usd,btc/usd,2021-09-19,47238.7,48299.9,48341.9,46866.6,"41,980",-221.0
834btc/usd,btc/usd,2021-09-18,48306.7,47283.9,48761.0,47070.5,"43,640",217.0
835btc/usd,btc/usd,2021-09-17,47282.8,47748.2,48155.9,46788.8,"50,160",-97.0
836btc/usd,btc/usd,2021-09-16,47748.0,48132.3,48480.6,47040.3,"60,910",-80.0
837btc/usd,btc/usd,2021-09-15,48130.6,47070.8,48436.5,46743.9,"63,400",224.00000000000003
838btc/usd,btc/usd,2021-09-14,47077.5,44950.2,47247.6,44718.7,"65,330",473.00000000000006
839btc/usd,btc/usd,2021-09-13,44949.5,46060.8,46807.7,43463.2,"96,150",-242.0
840btc/usd,btc/usd,2021-12-09,46062.3,45162.6,46386.4,44755.2,"44,520",199.0
841btc/usd,btc/usd,2021-11-09,45161.9,44844.9,45975.6,44766.6,"41,580",71.0
842btc/usd,btc/usd,2021-10-09,44842.8,46385.9,47021.6,44283.6,"75,620",-333.0
843btc/usd,btc/usd,2021-09-09,46385.6,46057.6,47305.7,45609.0,"73,630",70.0
844btc/usd,btc/usd,2021-08-09,46061.4,46774.1,47316.9,44493.7,"100,480",-154.0
845btc/usd,btc/usd,2021-07-09,46779.6,52674.2,52885.3,43072.4,"187,560",-1119.0
846btc/usd,btc/usd,2021-06-09,52672.1,51769.4,52726.2,51002.8,"69,460",175.0
847btc/usd,btc/usd,2021-05-09,51768.6,49918.7,51878.2,49492.4,"57,300",371.0
848btc/usd,btc/usd,2021-04-09,49918.4,49999.3,50534.6,49461.4,"48,140",-16.0
849btc/usd,btc/usd,2021-03-09,49999.0,49269.5,51008.8,48377.3,"88,080",147.0
850btc/usd,btc/usd,2021-02-09,49274.3,48817.8,50355.3,48612.9,"80,210",93.0
851btc/usd,btc/usd,2021-01-09,48819.4,47129.2,49121.0,46533.1,"74,380",358.0
852btc/usd,btc/usd,2021-08-31,47130.4,46989.1,48217.0,46709.3,"71,480",28.999999999999996
853btc/usd,btc/usd,2021-08-30,46992.7,48777.1,48886.0,46876.9,"61,680",-366.0
854btc/usd,btc/usd,2021-08-29,48777.4,48899.7,49621.7,47870.1,"47,620",-24.0
855btc/usd,btc/usd,2021-08-28,48897.1,49062.8,49289.4,48428.5,"36,730",-34.0
856btc/usd,btc/usd,2021-08-27,49064.3,46830.2,49142.0,46371.5,"62,470",476.99999999999994
857btc/usd,btc/usd,2021-08-26,46831.6,48994.4,49347.8,46360.4,"73,790",-441.0
858btc/usd,btc/usd,2021-08-25,48994.5,47707.4,49230.2,47163.3,"63,540",268.0
859btc/usd,btc/usd,2021-08-24,47714.7,49532.5,49847.4,47623.6,"74,260",-368.0
860btc/usd,btc/usd,2021-08-23,49539.7,49255.4,50498.8,49038.6,"75,370",57.99999999999999
861btc/usd,btc/usd,2021-08-22,49254.5,48870.4,49480.3,48151.0,"49,320",77.0
862btc/usd,btc/usd,2021-08-21,48875.8,49330.0,49719.1,48293.5,"18,200",-91.0
863btc/usd,btc/usd,2021-08-20,49324.0,46756.7,49343.3,46646.8,"83,190",549.0
864btc/usd,btc/usd,2021-08-19,46755.9,44725.9,47012.3,43986.7,"77,920",454.0
865btc/usd,btc/usd,2021-08-18,44723.8,44691.1,46004.9,44230.0,"22,360",7.000000000000001
866btc/usd,btc/usd,2021-08-17,44691.6,45907.5,47140.6,44441.3,"84,140",-284.0
867btc/usd,btc/usd,2021-08-16,45996.3,46991.6,48002.4,45672.1,"2,410",-212.0
868btc/usd,btc/usd,2021-08-15,46991.3,47082.6,47344.1,45564.1,"58,110",-19.0
869btc/usd,btc/usd,2021-08-14,47081.5,47809.6,48090.9,46117.2,"64,290",-152.0
870btc/usd,btc/usd,2021-08-13,47809.1,44404.0,47836.0,44242.4,"75,270",767.0
871btc/usd,btc/usd,2021-12-08,44403.4,45562.3,46213.8,43814.7,"81,070",-254.99999999999997
872btc/usd,btc/usd,2021-11-08,45564.3,45593.2,46736.5,45367.9,"75,430",-6.0
873btc/usd,btc/usd,2021-10-08,45593.8,46281.8,46663.4,44681.2,"80,550",-149.0
874btc/usd,btc/usd,2021-09-08,46284.3,43794.9,46460.7,42824.1,"117,080",569.0
875btc/usd,btc/usd,2021-08-08,43792.8,44584.9,45284.1,43314.4,"105,250",-184.0
876btc/usd,btc/usd,2021-07-08,44614.2,42784.7,44697.3,42611.0,"112,840",425.0
877btc/usd,btc/usd,2021-06-08,42795.4,40868.4,43253.4,39905.4,"111,930",472.0
878btc/usd,btc/usd,2021-05-08,40867.2,39734.4,41366.3,37365.4,"130,600",284.0
879btc/usd,btc/usd,2021-04-08,39736.9,38188.4,39956.5,37556.0,"79,220",421.0
880btc/usd,btc/usd,2021-03-08,38130.3,39167.4,39766.6,37688.2,260,-265.0
881btc/usd,btc/usd,2021-02-08,39168.4,39869.8,40449.0,38692.5,"74,810",-178.0
882btc/usd,btc/usd,2021-01-08,39878.3,41510.0,42565.0,39556.5,"80,330",-403.0
883btc/usd,btc/usd,2021-07-31,41553.7,42201.4,42285.3,41066.4,"44,650",-154.0
884btc/usd,btc/usd,2021-07-30,42203.4,40001.1,42264.4,38358.4,"98,450",550.0
885btc/usd,btc/usd,2021-07-29,40001.4,40009.0,40630.7,39340.8,"75,300",0.0
886btc/usd,btc/usd,2021-07-28,40003.2,39450.4,40862.2,38883.8,"148,920",140.0
887btc/usd,btc/usd,2021-07-27,39452.0,37294.3,39455.9,36427.4,"100,240",584.0
888btc/usd,btc/usd,2021-07-26,37276.6,35392.3,40522.9,35236.7,"177,630",533.0
889btc/usd,btc/usd,2021-07-25,35391.1,34392.5,35391.1,33881.3,"65,100",463.0
890btc/usd,btc/usd,2021-07-24,33824.8,33600.5,33955.0,33412.9,"67,140",66.0
891btc/usd,btc/usd,2021-07-23,33603.3,32297.9,33605.6,32041.1,"66,150",404.0
892btc/usd,btc/usd,2021-07-22,32298.9,32131.7,32585.4,31729.4,"64,870",52.0
893btc/usd,btc/usd,2021-07-21,32131.4,29794.7,32794.6,29519.3,"118,340",785.0
894btc/usd,btc/usd,2021-07-20,29793.8,30835.4,31040.8,29310.2,"97,460",-338.0
895btc/usd,btc/usd,2021-07-19,30837.2,31782.9,31887.0,30478.2,"77,480",-298.0
896btc/usd,btc/usd,2021-07-18,31785.4,31517.9,32408.2,31220.6,"57,010",85.0
897btc/usd,btc/usd,2021-07-17,31518.6,31384.4,31914.8,31207.8,"58,060",40.0
898btc/usd,btc/usd,2021-07-16,31394.0,31842.3,32239.8,31062.2,"70,480",-140.0
899btc/usd,btc/usd,2021-07-15,31840.5,32820.5,33157.0,31175.8,"76,950",-299.0
900btc/usd,btc/usd,2021-07-14,32820.7,32727.8,33051.9,31611.2,"69,560",28.000000000000004
901btc/usd,btc/usd,2021-07-13,32728.1,33106.1,33307.7,32259.5,"60,040",-115.99999999999999
902btc/usd,btc/usd,2021-12-07,33113.0,34228.3,34598.0,32662.8,"63,240",-326.0
903btc/usd,btc/usd,2021-11-07,34227.7,33510.8,34580.6,33319.8,"35,720",214.0
904btc/usd,btc/usd,2021-10-07,33510.6,33797.7,34221.0,33056.8,"50,940",-85.0
905btc/usd,btc/usd,2021-09-07,33797.4,32866.3,34079.2,32367.0,"67,140",283.0
906btc/usd,btc/usd,2021-08-07,32866.3,33859.4,33923.2,32146.9,"108,090",-296.0
907btc/usd,btc/usd,2021-07-07,33867.8,34228.7,35036.6,33801.3,"72,030",-105.0
908btc/usd,btc/usd,2021-06-07,34225.6,33688.5,35062.0,33581.7,"83,630",160.0
909btc/usd,btc/usd,2021-05-07,33687.8,35297.0,35300.5,33164.1,"88,360",-455.99999999999994
910btc/usd,btc/usd,2021-04-07,35298.2,34742.8,35957.6,34740.1,"56,130",160.0
911btc/usd,btc/usd,2021-03-07,34742.8,33814.2,34909.8,33363.3,"55,690",275.0
912btc/usd,btc/usd,2021-02-07,33813.4,33542.2,33925.9,32734.6,"78,930",80.0
913btc/usd,btc/usd,2021-01-07,33543.6,35030.7,35032.7,32839.2,"27,410",-423.00000000000006
914btc/usd,btc/usd,2021-06-30,35026.9,35832.6,36089.5,34126.6,"107,070",-225.0
915btc/usd,btc/usd,2021-06-29,35834.7,34477.3,36590.3,34247.6,"97,270",394.0
916btc/usd,btc/usd,2021-06-28,34475.9,34682.2,35231.2,33944.9,"112,000",-57.99999999999999
917btc/usd,btc/usd,2021-06-27,34678.5,32247.1,34685.5,32041.7,"148,800",755.0
918btc/usd,btc/usd,2021-06-26,32243.4,31592.1,32643.0,30206.9,"156,670",206.0
919btc/usd,btc/usd,2021-06-25,31594.0,34660.5,35490.9,31337.9,"193,430",-886.0
920btc/usd,btc/usd,2021-06-24,34665.8,33678.1,35249.9,32356.7,"119,250",294.0
921btc/usd,btc/usd,2021-06-23,33674.3,32498.3,34784.3,31736.5,"173,340",362.0
922btc/usd,btc/usd,2021-06-22,32496.4,31682.7,33272.5,28901.8,"309,650",254.0
923btc/usd,btc/usd,2021-06-21,31692.0,35597.9,35708.4,31284.1,"256,870",-1097.0
924btc/usd,btc/usd,2021-06-20,35595.8,35510.9,36097.9,33378.0,"137,480",23.0
925btc/usd,btc/usd,2021-06-19,35513.4,35770.0,36357.3,34845.5,"105,460",-66.0
926btc/usd,btc/usd,2021-06-18,35749.4,38045.5,38166.0,35198.5,"102,840",-605.0
927btc/usd,btc/usd,2021-06-17,38052.0,38337.8,39529.9,37425.3,"109,580",-74.0
928btc/usd,btc/usd,2021-06-16,38336.0,40148.1,40494.4,38156.4,"123,520",-453.0
929btc/usd,btc/usd,2021-06-15,40156.1,40522.5,41318.0,39589.9,"117,550",-92.0
930btc/usd,btc/usd,2021-06-14,40529.4,39024.1,40970.4,38769.9,"157,350",386.0
931btc/usd,btc/usd,2021-06-13,39022.9,35467.5,39321.6,34827.0,"123,320",1002.0
932btc/usd,btc/usd,2021-12-06,35467.5,37334.4,37437.3,34703.3,"87,730",-495.0
933btc/usd,btc/usd,2021-11-06,37314.6,36654.3,37641.1,36003.3,"109,150",181.0
934btc/usd,btc/usd,2021-10-06,36649.4,37375.2,38340.8,35824.0,"154,320",-183.0
935btc/usd,btc/usd,2021-09-06,37332.2,33385.5,37517.6,32428.6,"209,820",1183.0
936btc/usd,btc/usd,2021-08-06,33382.9,33574.6,34047.8,31158.1,"193,540",-57.99999999999999
937btc/usd,btc/usd,2021-07-06,33578.0,35815.4,36754.6,33410.1,"119,500",-625.0
938btc/usd,btc/usd,2021-06-06,35815.4,35518.7,36434.0,35265.3,"62,200",83.0
939btc/usd,btc/usd,2021-05-06,35520.0,36841.2,37887.6,34832.0,"101,480",-361.0
940btc/usd,btc/usd,2021-04-06,36851.3,39191.4,39255.4,35659.9,"127,710",-596.0
941btc/usd,btc/usd,2021-03-06,39187.3,37555.7,39462.3,37193.6,"106,440",434.0
942btc/usd,btc/usd,2021-02-06,37555.8,36687.7,38199.9,35981.1,"96,890",237.0
943btc/usd,btc/usd,2021-01-06,36687.6,37294.3,37850.3,35742.7,"113,480",-164.0
944btc/usd,btc/usd,2021-05-31,37298.6,35644.0,37480.7,34213.2,"131,700",462.0
945btc/usd,btc/usd,2021-05-30,35652.8,34589.3,36388.6,33441.0,"104,180",309.0
946btc/usd,btc/usd,2021-05-29,34584.6,35664.5,37227.1,33664.2,"160,430",-302.0
947btc/usd,btc/usd,2021-05-28,35662.5,38543.2,38844.1,34772.4,"199,580",-717.0
948btc/usd,btc/usd,2021-05-27,38417.3,39249.0,40322.2,37190.8,"122,930",-212.0
949btc/usd,btc/usd,2021-05-26,39249.2,38375.7,40750.0,37847.0,"153,800",227.0
950btc/usd,btc/usd,2021-05-25,38378.3,38753.6,39740.8,36540.7,"163,010",-96.0
951btc/usd,btc/usd,2021-05-24,38750.6,34720.3,39851.7,34474.6,"244,880",1174.0
952btc/usd,btc/usd,2021-05-23,34679.7,37446.8,38248.7,31192.4,"325,730",-739.0
953btc/usd,btc/usd,2021-05-22,37448.3,37291.0,38776.0,35314.9,"185,830",40.0
954btc/usd,btc/usd,2021-05-21,37297.4,40611.2,42108.3,33592.3,"315,500",-840.0
955btc/usd,btc/usd,2021-05-20,40717.2,36706.8,42425.9,35010.4,"269,750",1088.0
956btc/usd,btc/usd,2021-05-19,36720.5,42898.3,43516.6,30261.7,"607,100",-1440.0
957btc/usd,btc/usd,2021-05-18,42897.3,43538.5,45770.9,42293.9,"154,960",-148.0
958btc/usd,btc/usd,2021-05-17,43541.3,46424.2,46545.4,42201.5,"274,760",-621.0
959btc/usd,btc/usd,2021-05-16,46426.4,46729.3,49764.3,43920.8,"180,070",-60.0
960btc/usd,btc/usd,2021-05-15,46708.8,49839.1,50640.9,46650.2,"131,910",-628.0
961btc/usd,btc/usd,2021-05-14,49839.8,49704.9,51459.2,48874.0,"118,840",27.0
962btc/usd,btc/usd,2021-05-13,49704.6,49398.2,51337.3,46331.1,"236,710",65.0
963btc/usd,btc/usd,2021-12-05,49384.2,56694.5,57938.5,49187.0,"160,740",-1290.0
964btc/usd,btc/usd,2021-11-05,56695.7,55846.1,56871.1,54550.4,"96,470",152.0
965btc/usd,btc/usd,2021-10-05,55848.9,58251.2,59523.9,53678.3,"142,610",-409.99999999999994
966btc/usd,btc/usd,2021-09-05,58238.3,58840.6,59227.0,56414.4,"103,590",-102.0
967btc/usd,btc/usd,2021-08-05,58840.1,57330.3,59471.1,56972.2,"101,270",262.0
968btc/usd,btc/usd,2021-07-05,57337.2,56411.4,58639.3,55300.1,"110,010",165.0
969btc/usd,btc/usd,2021-06-05,56405.4,57441.0,58364.9,55294.5,"109,020",-180.0
970btc/usd,btc/usd,2021-05-05,57441.3,53872.5,57936.4,53872.5,"119,820",688.0
971btc/usd,btc/usd,2021-04-05,53741.5,57170.6,57201.3,53741.5,"132,330",-600.0
972btc/usd,btc/usd,2021-03-05,57169.8,56605.8,58925.1,56562.4,"89,240",100.0
973btc/usd,btc/usd,2021-02-05,56603.8,57807.2,57868.4,56110.5,"53,610",-208.0
974btc/usd,btc/usd,2021-01-05,57807.1,57719.1,58449.4,57029.5,"63,410",15.0
975btc/usd,btc/usd,2021-04-30,57720.3,53562.3,57925.6,53088.7,"103,740",777.0
976btc/usd,btc/usd,2021-04-29,53560.8,54838.6,55173.7,52400.0,"83,900",-234.0
977btc/usd,btc/usd,2021-04-28,54841.4,55036.0,56419.9,53876.4,"86,960",-35.0
978btc/usd,btc/usd,2021-04-27,55036.5,54011.1,55427.8,53345.0,"84,080",188.0
979btc/usd,btc/usd,2021-04-26,54020.5,48963.5,54320.9,48815.9,"129,760",1033.0
980btc/usd,btc/usd,2021-04-25,48963.6,50088.2,50532.4,47098.5,"59,200",-225.0
981btc/usd,btc/usd,2021-04-24,50088.9,51140.8,51183.0,48775.2,"82,250",-206.0
982btc/usd,btc/usd,2021-04-23,51143.6,51707.1,52099.9,47659.4,"214,460",-112.99999999999999
983btc/usd,btc/usd,2021-04-22,51729.5,53821.3,55408.4,50590.9,"168,130",-388.0
984btc/usd,btc/usd,2021-04-21,53820.2,56479.5,56764.4,53657.6,"100,260",-471.0
985btc/usd,btc/usd,2021-04-20,56483.2,55645.1,57054.9,53422.5,"115,490",150.0
986btc/usd,btc/usd,2021-04-19,55646.1,56208.1,57517.0,54272.3,"117,510",-100.0
987btc/usd,btc/usd,2021-04-18,56207.1,60043.2,60362.1,51817.6,"216,810",-639.0
988btc/usd,btc/usd,2021-04-17,60041.9,61358.3,62509.1,59672.1,"84,080",-218.00000000000003
989btc/usd,btc/usd,2021-04-16,61379.7,63211.6,63518.5,60027.3,"136,850",-290.0
990btc/usd,btc/usd,2021-04-15,63216.0,62978.6,63729.1,62067.5,"76,970",37.0
991btc/usd,btc/usd,2021-04-14,62980.4,63544.2,64778.0,61366.3,"130,430",-88.0
992btc/usd,btc/usd,2021-04-13,63540.9,59863.6,63659.0,59839.4,"126,560",614.0
993btc/usd,btc/usd,2021-12-04,59863.8,59982.1,61259.9,59569.2,"81,880",-19.0
994btc/usd,btc/usd,2021-11-04,59978.7,59772.4,60667.1,59250.3,"58,200",39.0
995btc/usd,btc/usd,2021-10-04,59748.4,58127.4,61229.0,57900.0,"103,720",280.0
996btc/usd,btc/usd,2021-09-04,58118.7,58076.8,58890.9,57686.0,"59,220",7.000000000000001
997btc/usd,btc/usd,2021-08-04,58077.4,55948.0,58136.7,55721.6,"64,780",380.0
998btc/usd,btc/usd,2021-07-04,55948.7,57996.3,58627.7,55489.3,"110,690",-353.0
999btc/usd,btc/usd,2021-06-04,57996.3,59169.0,59487.0,57403.3,"77,150",-169.0
1000btc/usd,btc/usd,2021-05-04,58993.4,58202.3,59205.1,56842.7,"54,130",136.0
1001btc/usd,btc/usd,2021-04-04,58199.9,57059.7,58464.8,56470.6,"57,210",200.0
1002btc/usd,btc/usd,2021-03-04,57059.9,58976.8,59770.5,56906.7,"68,740",-325.0
1003btc/usd,btc/usd,2021-02-04,58977.3,58718.2,60134.9,58466.5,"72,370",44.0
1004btc/usd,btc/usd,2021-01-04,58718.3,58763.2,59406.5,58040.7,"69,040",-8.0
1005btc/usd,btc/usd,2021-03-31,58763.7,58771.4,59795.6,56991.6,"98,060",-1.0
1006btc/usd,btc/usd,2021-03-30,58771.3,57614.6,59366.9,57077.1,"86,210",200.0
1007btc/usd,btc/usd,2021-03-29,57616.2,55764.7,58392.6,54951.1,"107,910",332.0
1008btc/usd,btc/usd,2021-03-28,55765.2,55856.9,56504.2,54711.3,"58,710",-17.0
1009btc/usd,btc/usd,2021-03-27,55862.9,55033.8,56531.1,54010.2,"73,870",150.0
1010btc/usd,btc/usd,2021-03-26,55036.1,51317.4,55074.1,51302.0,"100,300",724.0
1011btc/usd,btc/usd,2021-03-25,51322.3,52330.0,53175.4,50441.3,"143,350",-192.0
1012btc/usd,btc/usd,2021-03-24,52325.4,54309.1,57169.4,51725.4,"137,910",-391.0
1013btc/usd,btc/usd,2021-03-23,54452.5,54117.5,55813.8,52992.3,"84,840",54.0
1014btc/usd,btc/usd,2021-03-22,54158.3,57379.3,58379.9,53784.2,"95,530",-562.0
1015btc/usd,btc/usd,2021-03-21,57383.8,58097.4,58583.8,55583.3,"77,470",-122.0
1016btc/usd,btc/usd,2021-03-20,58093.4,58084.1,59882.1,57863.0,"67,830",1.0
1017btc/usd,btc/usd,2021-03-19,58088.0,57645.0,59448.3,56305.1,"83,980",75.0
